rank,score
1666,0.0646180
1667,0.0646188
1668,0.0646192
1669,0.0646195
1670,0.0646201
1671,0.0646209
1672,0.0646209
1673,0.0646212
1674,0.0646213
1675,0.0646222
1676,0.0646222
1677,0.0646239
1678,0.0646240
1679,0.0646240
1680,0.0646241
1681,0.0646241
1682,0.0646243
1683,0.0646245
1684,0.0646246
1685,0.0646254
1686,0.0646254
1687,0.0646261
1688,0.0646271
1689,0.0646275
1690,0.0646288
1691,0.0646293
1692,0.0646294
1693,0.0646300
1694,0.0646300
1695,0.0646300
1696,0.0646300
1697,0.0646300
1698,0.0646300
1699,0.0646302
1700,0.0646302
1701,0.0646302
1702,0.0646302
1703,0.0646302
1704,0.0646302
1705,0.0646302
1706,0.0646302
1707,0.0646302
1708,0.0646302
1709,0.0646302
1710,0.0646302
1711,0.0646302
1712,0.0646302
1713,0.0646302
1714,0.0646302
1715,0.0646302
1716,0.0646302
1717,0.0646302
1718,0.0646302
1719,0.0646302
1720,0.0646302
1721,0.0646302
1722,0.0646303
1723,0.0646308
1724,0.0646312
1725,0.0646316
1726,0.0646320
1727,0.0646323
1728,0.0646324
1729,0.0646331
1730,0.0646331
1731,0.0646335
1732,0.0646343
1733,0.0646344
1734,0.0646350
1735,0.0646351
1736,0.0646354
1737,0.0646355
1738,0.0646355
1739,0.0646355
1740,0.0646355
1741,0.0646355
1742,0.0646355
1743,0.0646355
1744,0.0646355
1745,0.0646355
1746,0.0646355
1747,0.0646355
1748,0.0646355
1749,0.0646355
1750,0.0646355
1751,0.0646357
1752,0.0646357
1753,0.0646357
1754,0.0646361
1755,0.0646362
1756,0.0646362
1757,0.0646362
1758,0.0646362
1759,0.0646362
1760,0.0646362
1761,0.0646364
1762,0.0646372
1763,0.0646374
1764,0.0646379
1765,0.0646380
1766,0.0646384
1767,0.0646386
1768,0.0646389
1769,0.0646391
1770,0.0646391
1771,0.0646394
1772,0.0646398
1773,0.0646398
1774,0.0646398
1775,0.0646398
1776,0.0646398
1777,0.0646398
1778,0.0646398
1779,0.0646398
1780,0.0646398
1781,0.0646398
1782,0.0646404
1783,0.0646408
1784,0.0646411
1785,0.0646414
1786,0.0646415
1787,0.0646420
1788,0.0646422
1789,0.0646422
1790,0.0646422
1791,0.0646422
1792,0.0646422
1793,0.0646422
1794,0.0646422
1795,0.0646423
1796,0.0646424
1797,0.0646425
1798,0.0646427
1799,0.0646428
1800,0.0646428
1801,0.0646429
1802,0.0646430
1803,0.0646435
1804,0.0646435
1805,0.0646435
1806,0.0646442
1807,0.0646448
1808,0.0646449
1809,0.0646458
1810,0.0646462
1811,0.0646464
1812,0.0646468
1813,0.0646470
1814,0.0646473
1815,0.0646473
1816,0.0646478
1817,0.0646479
1818,0.0646479
1819,0.0646481
1820,0.0646482
1821,0.0646483
1822,0.0646484
1823,0.0646494
1824,0.0646495
1825,0.0646496
1826,0.0646496
1827,0.0646497
1828,0.0646499
1829,0.0646499
1830,0.0646501
1831,0.0646508
1832,0.0646509
1833,0.0646509
1834,0.0646510
1835,0.0646510
1836,0.0646518
1837,0.0646518
1838,0.0646518
1839,0.0646518
1840,0.0646518
1841,0.0646518
1842,0.0646518
1843,0.0646518
1844,0.0646518
1845,0.0646518
1846,0.0646518
1847,0.0646518
1848,0.0646518
1849,0.0646518
1850,0.0646518
1851,0.0646518
1852,0.0646518
1853,0.0646518
1854,0.0646523
1855,0.0646526
1856,0.0646528
1857,0.0646533
1858,0.0646535
1859,0.0646536
1860,0.0646539
1861,0.0646539
1862,0.0646539
1863,0.0646540
1864,0.0646541
1865,0.0646542
1866,0.0646543
1867,0.0646544
1868,0.0646545
1869,0.0646545
1870,0.0646545
1871,0.0646545
1872,0.0646549
1873,0.0646550
1874,0.0646554
1875,0.0646554
1876,0.0646554
1877,0.0646554
1878,0.0646555
1879,0.0646555
1880,0.0646555
1881,0.0646558
1882,0.0646560
1883,0.0646562
1884,0.0646564
1885,0.0646568
1886,0.0646568
1887,0.0646572
1888,0.0646572
1889,0.0646572
1890,0.0646573
1891,0.0646574
1892,0.0646575
1893,0.0646575
1894,0.0646577
1895,0.0646578
1896,0.0646588
1897,0.0646591
1898,0.0646593
1899,0.0646594
1900,0.0646599
1901,0.0646599
1902,0.0646599
1903,0.0646600
1904,0.0646602
1905,0.0646603
1906,0.0646604
1907,0.0646606
1908,0.0646607
1909,0.0646608
1910,0.0646608
1911,0.0646610
1912,0.0646612
1913,0.0646612
1914,0.0646613
1915,0.0646613
1916,0.0646616
1917,0.0646618
1918,0.0646618
1919,0.0646618
1920,0.0646618
1921,0.0646619
1922,0.0646619
1923,0.0646622
1924,0.0646623
1925,0.0646626
1926,0.0646627
1927,0.0646629
1928,0.0646629
1929,0.0646629
1930,0.0646634
1931,0.0646634
1932,0.0646634
1933,0.0646634
1934,0.0646634
1935,0.0646634
1936,0.0646634
1937,0.0646634
1938,0.0646634
1939,0.0646634
1940,0.0646634
1941,0.0646634
1942,0.0646634
1943,0.0646634
1944,0.0646634
1945,0.0646634
1946,0.0646634
1947,0.0646634
1948,0.0646634
1949,0.0646634
1950,0.0646634
1951,0.0646634
1952,0.0646634
1953,0.0646634
1954,0.0646634
1955,0.0646634
1956,0.0646634
1957,0.0646634
1958,0.0646634
1959,0.0646634
1960,0.0646634
1961,0.0646634
1962,0.0646634
1963,0.0646634
1964,0.0646634
1965,0.0646634
1966,0.0646634
1967,0.0646634
1968,0.0646634
1969,0.0646634
1970,0.0646634
1971,0.0646634
1972,0.0646634
1973,0.0646634
1974,0.0646634
1975,0.0646634
1976,0.0646634
1977,0.0646634
1978,0.0646634
1979,0.0646634
1980,0.0646634
1981,0.0646634
1982,0.0646634
1983,0.0646635
1984,0.0646637
1985,0.0646639
1986,0.0646640
1987,0.0646640
1988,0.0646640
1989,0.0646640
1990,0.0646640
1991,0.0646640
1992,0.0646642
1993,0.0646644
1994,0.0646645
1995,0.0646645
1996,0.0646645
1997,0.0646645
1998,0.0646648
1999,0.0646653
2000,0.0646654
2001,0.0646654
2002,0.0646654
2003,0.0646654
2004,0.0646654
2005,0.0646654
2006,0.0646654
2007,0.0646654
2008,0.0646654
2009,0.0646659
2010,0.0646660
2011,0.0646661
2012,0.0646661
2013,0.0646664
2014,0.0646671
2015,0.0646678
2016,0.0646678
2017,0.0646683
2018,0.0646690
2019,0.0646693
2020,0.0646693
2021,0.0646695
2022,0.0646697
2023,0.0646697
2024,0.0646697
2025,0.0646697
2026,0.0646697
2027,0.0646697
2028,0.0646697
2029,0.0646697
2030,0.0646697
2031,0.0646697
2032,0.0646697
2033,0.0646697
2034,0.0646697
2035,0.0646697
2036,0.0646697
2037,0.0646697
2038,0.0646697
2039,0.0646697
2040,0.0646697
2041,0.0646699
2042,0.0646701
2043,0.0646702
2044,0.0646709
2045,0.0646722
2046,0.0646729
2047,0.0646734
2048,0.0646740
2049,0.0646740
2050,0.0646752
2051,0.0646753
2052,0.0646753
2053,0.0646757
2054,0.0646760
2055,0.0646760
2056,0.0646768
2057,0.0646770
2058,0.0646779
2059,0.0646780
2060,0.0646781
2061,0.0646782
2062,0.0646786
2063,0.0646787
2064,0.0646801
2065,0.0646804
2066,0.0646805
2067,0.0646806
2068,0.0646837
2069,0.0646843
2070,0.0646848
2071,0.0646849
2072,0.0646852
2073,0.0646856
2074,0.0646856
2075,0.0646876
2076,0.0646879
2077,0.0646882
2078,0.0646898
2079,0.0646900
2080,0.0646901
2081,0.0646908
2082,0.0646933
2083,0.0646933
2084,0.0646934
2085,0.0646939
2086,0.0646943
2087,0.0646956
2088,0.0646963
2089,0.0646969
2090,0.0646975
2091,0.0646979
2092,0.0646979
2093,0.0646997
2094,0.0647003
2095,0.0647008
2096,0.0647008
2097,0.0647008
2098,0.0647018
2099,0.0647022
2100,0.0647023
2101,0.0647026
2102,0.0647030
2103,0.0647030
2104,0.0647038
2105,0.0647039
2106,0.0647040
2107,0.0647044
2108,0.0647055
2109,0.0647062
2110,0.0647069
2111,0.0647069
2112,0.0647079
2113,0.0647085
2114,0.0647086
2115,0.0647086
2116,0.0647092
2117,0.0647104
2118,0.0647118
2119,0.0647142
2120,0.0647161
2121,0.0647165
2122,0.0647168
2123,0.0647175
2124,0.0647183
2125,0.0647186
2126,0.0647186
2127,0.0647191
2128,0.0647194
2129,0.0647203
2130,0.0647205
2131,0.0647207
2132,0.0647220
2133,0.0647231
2134,0.0647236
2135,0.0647261
2136,0.0647261
2137,0.0647263
2138,0.0647282
2139,0.0647284
2140,0.0647285
2141,0.0647299
2142,0.0647310
2143,0.0647343
2144,0.0647369
2145,0.0647380
2146,0.0647383
2147,0.0647388
2148,0.0647395
2149,0.0647401
2150,0.0647408
2151,0.0647416
2152,0.0647422
2153,0.0647430
2154,0.0647434
2155,0.0647442
2156,0.0647455
2157,0.0647464
2158,0.0647472
2159,0.0647484
2160,0.0647491
2161,0.0647508
2162,0.0647509
2163,0.0647516
2164,0.0647521
2165,0.0647523
2166,0.0647544
2167,0.0647554
2168,0.0647561
2169,0.0647571
2170,0.0647576
2171,0.0647583
2172,0.0647595
2173,0.0647622
2174,0.0647628
2175,0.0647630
2176,0.0647645
2177,0.0647654
2178,0.0647659
2179,0.0647660
2180,0.0647663
2181,0.0647673
2182,0.0647681
2183,0.0647686
2184,0.0647687
2185,0.0647689
2186,0.0647704
2187,0.0647708
2188,0.0647709
2189,0.0647716
2190,0.0647716
2191,0.0647740
2192,0.0647743
2193,0.0647745
2194,0.0647754
2195,0.0647756
2196,0.0647766
2197,0.0647768
2198,0.0647773
2199,0.0647776
2200,0.0647780
2201,0.0647799
2202,0.0647808
2203,0.0647814
2204,0.0647815
2205,0.0647816
2206,0.0647834
2207,0.0647839
2208,0.0647878
2209,0.0647884
2210,0.0647899
2211,0.0647900
2212,0.0647905
2213,0.0647907
2214,0.0647910
2215,0.0647913
2216,0.0647916
2217,0.0647916
2218,0.0647916
2219,0.0647944
2220,0.0647987
2221,0.0647993
2222,0.0647995
2223,0.0647998
2224,0.0648002
2225,0.0648011
2226,0.0648015
2227,0.0648026
2228,0.0648041
2229,0.0648041
2230,0.0648049
2231,0.0648054
2232,0.0648078
2233,0.0648090
2234,0.0648091
2235,0.0648092
2236,0.0648096
2237,0.0648097
2238,0.0648104
2239,0.0648111
2240,0.0648128
2241,0.0648131
2242,0.0648137
2243,0.0648144
2244,0.0648170
2245,0.0648173
2246,0.0648174
2247,0.0648178
2248,0.0648178
2249,0.0648182
2250,0.0648187
2251,0.0648199
2252,0.0648200
2253,0.0648212
2254,0.0648220
2255,0.0648244
2256,0.0648251
2257,0.0648264
2258,0.0648273
2259,0.0648276
2260,0.0648290
2261,0.0648293
2262,0.0648315
2263,0.0648328
2264,0.0648331
2265,0.0648347
2266,0.0648357
2267,0.0648360
2268,0.0648362
2269,0.0648365
2270,0.0648375
2271,0.0648381
2272,0.0648388
2273,0.0648409
2274,0.0648410
2275,0.0648411
2276,0.0648412
2277,0.0648426
2278,0.0648430
2279,0.0648431
2280,0.0648433
2281,0.0648436
2282,0.0648450
2283,0.0648457
2284,0.0648465
2285,0.0648466
2286,0.0648478
2287,0.0648478
2288,0.0648485
2289,0.0648500
2290,0.0648518
2291,0.0648522
2292,0.0648528
2293,0.0648529
2294,0.0648544
2295,0.0648545
2296,0.0648553
2297,0.0648557
2298,0.0648557
2299,0.0648558
2300,0.0648558
2301,0.0648561
2302,0.0648576
2303,0.0648585
2304,0.0648586
2305,0.0648587
2306,0.0648595
2307,0.0648596
2308,0.0648600
2309,0.0648620
2310,0.0648624
2311,0.0648626
2312,0.0648627
2313,0.0648628
2314,0.0648631
2315,0.0648638
2316,0.0648642
2317,0.0648643
2318,0.0648645
2319,0.0648648
2320,0.0648661
2321,0.0648667
2322,0.0648678
2323,0.0648686
2324,0.0648693
2325,0.0648699
2326,0.0648699
2327,0.0648701
2328,0.0648706
2329,0.0648714
2330,0.0648714
2331,0.0648717
2332,0.0648720
2333,0.0648721
2334,0.0648721
2335,0.0648727
2336,0.0648729
2337,0.0648731
2338,0.0648732
2339,0.0648740
2340,0.0648749
2341,0.0648758
2342,0.0648779
2343,0.0648784
2344,0.0648786
2345,0.0648794
2346,0.0648806
2347,0.0648811
2348,0.0648814
2349,0.0648818
2350,0.0648826
2351,0.0648826
2352,0.0648826
2353,0.0648828
2354,0.0648833
2355,0.0648835
2356,0.0648835
2357,0.0648835
2358,0.0648835
2359,0.0648835
2360,0.0648835
2361,0.0648835
2362,0.0648835
2363,0.0648835
2364,0.0648837
2365,0.0648840
2366,0.0648841
2367,0.0648854
2368,0.0648874
2369,0.0648883
2370,0.0648883
2371,0.0648885
2372,0.0648889
2373,0.0648890
2374,0.0648895
2375,0.0648895
2376,0.0648900
2377,0.0648901
2378,0.0648914
2379,0.0648915
2380,0.0648917
2381,0.0648928
2382,0.0648929
2383,0.0648931
2384,0.0648934
2385,0.0648938
2386,0.0648944
2387,0.0648947
2388,0.0648950
2389,0.0648950
2390,0.0648950
2391,0.0648950
2392,0.0648950
2393,0.0648950
2394,0.0648950
2395,0.0648950
2396,0.0648950
2397,0.0648954
2398,0.0648955
2399,0.0648971
2400,0.0648978
2401,0.0648978
2402,0.0648984
2403,0.0648988
2404,0.0649009
2405,0.0649013
2406,0.0649014
2407,0.0649020
2408,0.0649025
2409,0.0649026
2410,0.0649034
2411,0.0649035
2412,0.0649048
2413,0.0649049
2414,0.0649050
2415,0.0649052
2416,0.0649057
2417,0.0649059
2418,0.0649066
2419,0.0649067
2420,0.0649068
2421,0.0649089
2422,0.0649090
2423,0.0649094
2424,0.0649105
2425,0.0649110
2426,0.0649115
2427,0.0649115
2428,0.0649116
2429,0.0649122
2430,0.0649123
2431,0.0649127
2432,0.0649128
2433,0.0649128
2434,0.0649130
2435,0.0649134
2436,0.0649135
2437,0.0649136
2438,0.0649141
2439,0.0649142
2440,0.0649142
2441,0.0649145
2442,0.0649147
2443,0.0649152
2444,0.0649156
2445,0.0649157
2446,0.0649160
2447,0.0649164
2448,0.0649166
2449,0.0649177
2450,0.0649181
2451,0.0649184
2452,0.0649187
2453,0.0649207
2454,0.0649219
2455,0.0649250
2456,0.0649251
2457,0.0649260
2458,0.0649262
2459,0.0649266
2460,0.0649268
2461,0.0649270
2462,0.0649272
2463,0.0649277
2464,0.0649277
2465,0.0649277
2466,0.0649285
2467,0.0649285
2468,0.0649291
2469,0.0649296
2470,0.0649299
2471,0.0649300
2472,0.0649301
2473,0.0649306
2474,0.0649311
2475,0.0649314
2476,0.0649317
2477,0.0649320
2478,0.0649323
2479,0.0649325
2480,0.0649328
2481,0.0649333
2482,0.0649333
2483,0.0649338
2484,0.0649342
2485,0.0649352
2486,0.0649353
2487,0.0649362
2488,0.0649364
2489,0.0649382
2490,0.0649394
2491,0.0649396
2492,0.0649408
2493,0.0649417
2494,0.0649417
2495,0.0649423
2496,0.0649426
2497,0.0649435
2498,0.0649446
2499,0.0649453
2500,0.0649465
2501,0.0649468
2502,0.0649474
2503,0.0649496
2504,0.0649506
2505,0.0649509
2506,0.0649514
2507,0.0649517
2508,0.0649522
2509,0.0649522
2510,0.0649523
2511,0.0649523
2512,0.0649535
2513,0.0649551
2514,0.0649557
2515,0.0649557
2516,0.0649561
2517,0.0649569
2518,0.0649576
2519,0.0649581
2520,0.0649590
2521,0.0649598
2522,0.0649603
2523,0.0649607
2524,0.0649609
2525,0.0649616
2526,0.0649619
2527,0.0649623
2528,0.0649625
2529,0.0649638
2530,0.0649642
2531,0.0649649
2532,0.0649650
2533,0.0649651
2534,0.0649655
2535,0.0649660
2536,0.0649663
2537,0.0649663
2538,0.0649674
2539,0.0649675
2540,0.0649675
2541,0.0649679
2542,0.0649683
2543,0.0649687
2544,0.0649689
2545,0.0649690
2546,0.0649708
2547,0.0649713
2548,0.0649715
2549,0.0649724
2550,0.0649727
2551,0.0649728
2552,0.0649745
2553,0.0649752
2554,0.0649752
2555,0.0649752
2556,0.0649753
2557,0.0649769
2558,0.0649769
2559,0.0649790
2560,0.0649800
2561,0.0649803
2562,0.0649805
2563,0.0649811
2564,0.0649813
2565,0.0649825
2566,0.0649840
2567,0.0649842
2568,0.0649850
2569,0.0649851
2570,0.0649858
2571,0.0649860
2572,0.0649864
2573,0.0649867
2574,0.0649887
2575,0.0649888
2576,0.0649889
2577,0.0649890
2578,0.0649895
2579,0.0649895
2580,0.0649896
2581,0.0649908
2582,0.0649914
2583,0.0649919
2584,0.0649920
2585,0.0649937
2586,0.0649945
2587,0.0649947
2588,0.0649950
2589,0.0649958
2590,0.0649963
2591,0.0649972
2592,0.0649975
2593,0.0649976
2594,0.0649984
2595,0.0649994
2596,0.0650004
2597,0.0650008
2598,0.0650018
2599,0.0650028
2600,0.0650032
2601,0.0650036
2602,0.0650039
2603,0.0650041
2604,0.0650051
2605,0.0650054
2606,0.0650069
2607,0.0650078
2608,0.0650078
2609,0.0650081
2610,0.0650124
2611,0.0650126
2612,0.0650139
2613,0.0650140
2614,0.0650149
2615,0.0650153
2616,0.0650159
2617,0.0650169
2618,0.0650169
2619,0.0650170
2620,0.0650170
2621,0.0650173
2622,0.0650203
2623,0.0650207
2624,0.0650213
2625,0.0650227
2626,0.0650228
2627,0.0650234
2628,0.0650234
2629,0.0650242
2630,0.0650276
2631,0.0650276
2632,0.0650280
2633,0.0650293
2634,0.0650295
2635,0.0650298
2636,0.0650298
2637,0.0650299
2638,0.0650303
2639,0.0650303
2640,0.0650305
2641,0.0650320
2642,0.0650338
2643,0.0650346
2644,0.0650348
2645,0.0650358
2646,0.0650362
2647,0.0650375
2648,0.0650389
2649,0.0650390
2650,0.0650399
2651,0.0650403
2652,0.0650416
2653,0.0650424
2654,0.0650425
2655,0.0650433
2656,0.0650434
2657,0.0650435
2658,0.0650435
2659,0.0650440
2660,0.0650440
2661,0.0650445
2662,0.0650445
2663,0.0650458
2664,0.0650469
2665,0.0650483
2666,0.0650507
2667,0.0650510
2668,0.0650517
2669,0.0650531
2670,0.0650533
2671,0.0650545
2672,0.0650551
2673,0.0650556
2674,0.0650556
2675,0.0650558
2676,0.0650559
2677,0.0650560
2678,0.0650565
2679,0.0650569
2680,0.0650569
2681,0.0650591
2682,0.0650594
2683,0.0650598
2684,0.0650609
2685,0.0650622
2686,0.0650633
2687,0.0650645
2688,0.0650654
2689,0.0650696
2690,0.0650696
2691,0.0650717
2692,0.0650726
2693,0.0650735
2694,0.0650741
2695,0.0650749
2696,0.0650751
2697,0.0650752
2698,0.0650754
2699,0.0650764
2700,0.0650776
2701,0.0650778
2702,0.0650781
2703,0.0650787
2704,0.0650788
2705,0.0650797
2706,0.0650797
2707,0.0650807
2708,0.0650807
2709,0.0650809
2710,0.0650813
2711,0.0650820
2712,0.0650821
2713,0.0650826
2714,0.0650836
2715,0.0650846
2716,0.0650852
2717,0.0650862
2718,0.0650865
2719,0.0650870
2720,0.0650871
2721,0.0650873
2722,0.0650884
2723,0.0650895
2724,0.0650895
2725,0.0650912
2726,0.0650913
2727,0.0650913
2728,0.0650915
2729,0.0650919
2730,0.0650920
2731,0.0650940
2732,0.0650957
2733,0.0650979
2734,0.0650982
2735,0.0650990
2736,0.0650995
2737,0.0651007
2738,0.0651018
2739,0.0651032
2740,0.0651033
2741,0.0651052
2742,0.0651056
2743,0.0651056
2744,0.0651071
2745,0.0651085
2746,0.0651090
2747,0.0651104
2748,0.0651109
2749,0.0651117
2750,0.0651121
2751,0.0651134
2752,0.0651135
2753,0.0651138
2754,0.0651143
2755,0.0651176
2756,0.0651197
2757,0.0651198
2758,0.0651201
2759,0.0651207
2760,0.0651209
2761,0.0651210
2762,0.0651214
2763,0.0651219
2764,0.0651219
2765,0.0651219
2766,0.0651226
2767,0.0651234
2768,0.0651235
2769,0.0651236
2770,0.0651236
2771,0.0651236
2772,0.0651237
2773,0.0651237
2774,0.0651241
2775,0.0651243
2776,0.0651243
2777,0.0651244
2778,0.0651245
2779,0.0651245
2780,0.0651245
2781,0.0651245
2782,0.0651245
2783,0.0651245
2784,0.0651245
2785,0.0651246
2786,0.0651246
2787,0.0651246
2788,0.0651246
2789,0.0651246
2790,0.0651246
2791,0.0651246
2792,0.0651246
2793,0.0651246
2794,0.0651252
2795,0.0651257
2796,0.0651262
2797,0.0651263
2798,0.0651265
2799,0.0651266
2800,0.0651273
2801,0.0651274
2802,0.0651274
2803,0.0651277
2804,0.0651278
2805,0.0651278
2806,0.0651278
2807,0.0651278
2808,0.0651278
2809,0.0651278
2810,0.0651278
2811,0.0651278
2812,0.0651278
2813,0.0651278
2814,0.0651279
2815,0.0651279
2816,0.0651279
2817,0.0651282
2818,0.0651282
2819,0.0651282
2820,0.0651282
2821,0.0651282
2822,0.0651282
2823,0.0651282
2824,0.0651282
2825,0.0651282
2826,0.0651283
2827,0.0651285
2828,0.0651285
2829,0.0651288
2830,0.0651290
2831,0.0651293
2832,0.0651296
2833,0.0651303
2834,0.0651304
2835,0.0651317
2836,0.0651320
2837,0.0651338
2838,0.0651339
2839,0.0651339
2840,0.0651339
2841,0.0651339
2842,0.0651339
2843,0.0651339
2844,0.0651342
2845,0.0651344
2846,0.0651344
2847,0.0651348
2848,0.0651348
2849,0.0651350
2850,0.0651352
2851,0.0651352
2852,0.0651357
2853,0.0651361
2854,0.0651361
2855,0.0651361
2856,0.0651361
2857,0.0651361
2858,0.0651364
2859,0.0651368
2860,0.0651372
2861,0.0651373
2862,0.0651383
2863,0.0651386
2864,0.0651405
2865,0.0651407
2866,0.0651408
2867,0.0651408
2868,0.0651412
2869,0.0651412
2870,0.0651419
2871,0.0651420
2872,0.0651451
2873,0.0651453
2874,0.0651456
2875,0.0651456
2876,0.0651456
2877,0.0651456
2878,0.0651479
2879,0.0651481
2880,0.0651485
2881,0.0651491
2882,0.0651492
2883,0.0651504
2884,0.0651505
2885,0.0651510
2886,0.0651521
2887,0.0651521
2888,0.0651539
2889,0.0651545
2890,0.0651548
2891,0.0651574
2892,0.0651588
2893,0.0651595
2894,0.0651602
2895,0.0651603
2896,0.0651605
2897,0.0651610
2898,0.0651612
2899,0.0651626
2900,0.0651635
2901,0.0651660
2902,0.0651690
2903,0.0651690
2904,0.0651693
2905,0.0651698
2906,0.0651701
2907,0.0651702
2908,0.0651721
2909,0.0651722
2910,0.0651725
2911,0.0651745
2912,0.0651747
2913,0.0651750
2914,0.0651755
2915,0.0651756
2916,0.0651761
2917,0.0651795
2918,0.0651818
2919,0.0651830
2920,0.0651835
2921,0.0651842
2922,0.0651862
2923,0.0651866
2924,0.0651868
2925,0.0651874
2926,0.0651882
2927,0.0651888
2928,0.0651920
2929,0.0651932
2930,0.0651936
2931,0.0651958
2932,0.0651959
2933,0.0651972
2934,0.0651974
2935,0.0651987
2936,0.0651999
2937,0.0652002
2938,0.0652007
2939,0.0652026
2940,0.0652037
2941,0.0652038
2942,0.0652056
2943,0.0652057
2944,0.0652079
2945,0.0652079
2946,0.0652093
2947,0.0652125
2948,0.0652125
2949,0.0652143
2950,0.0652155
2951,0.0652157
2952,0.0652170
2953,0.0652200
2954,0.0652203
2955,0.0652211
2956,0.0652219
2957,0.0652221
2958,0.0652232
2959,0.0652240
2960,0.0652240
2961,0.0652243
2962,0.0652245
2963,0.0652249
2964,0.0652276
2965,0.0652277
2966,0.0652289
2967,0.0652306
2968,0.0652308
2969,0.0652314
2970,0.0652320
2971,0.0652327
2972,0.0652330
2973,0.0652338
2974,0.0652345
2975,0.0652345
2976,0.0652364
2977,0.0652371
2978,0.0652382
2979,0.0652399
2980,0.0652400
2981,0.0652409
2982,0.0652418
2983,0.0652418
2984,0.0652418
2985,0.0652418
2986,0.0652418
2987,0.0652418
2988,0.0652418
2989,0.0652418
2990,0.0652418
2991,0.0652418
2992,0.0652418
2993,0.0652418
2994,0.0652418
2995,0.0652418
2996,0.0652418
2997,0.0652418
2998,0.0652418
2999,0.0652418
3000,0.0652418
3001,0.0652418
3002,0.0652418
3003,0.0652418
3004,0.0652418
3005,0.0652418
3006,0.0652418
3007,0.0652418
3008,0.0652418
3009,0.0652418
3010,0.0652418
3011,0.0652418
3012,0.0652418
3013,0.0652418
3014,0.0652418
3015,0.0652418
3016,0.0652418
3017,0.0652418
3018,0.0652418
3019,0.0652418
3020,0.0652418
3021,0.0652418
3022,0.0652433
3023,0.0652448
3024,0.0652456
3025,0.0652474
3026,0.0652494
3027,0.0652541
3028,0.0652541
3029,0.0652541
3030,0.0652544
3031,0.0652544
3032,0.0652544
3033,0.0652544
3034,0.0652544
3035,0.0652544
3036,0.0652544
3037,0.0652544
3038,0.0652544
3039,0.0652544
3040,0.0652544
3041,0.0652544
3042,0.0652544
3043,0.0652544
3044,0.0652544
3045,0.0652544
3046,0.0652544
3047,0.0652544
3048,0.0652544
3049,0.0652544
3050,0.0652544
3051,0.0652544
3052,0.0652544
3053,0.0652544
3054,0.0652544
3055,0.0652544
3056,0.0652544
3057,0.0652544
3058,0.0652544
3059,0.0652544
3060,0.0652544
3061,0.0652544
3062,0.0652544
3063,0.0652544
3064,0.0652544
3065,0.0652544
3066,0.0652544
3067,0.0652544
3068,0.0652544
3069,0.0652544
3070,0.0652544
3071,0.0652544
3072,0.0652544
3073,0.0652544
3074,0.0652544
3075,0.0652544
3076,0.0652544
3077,0.0652544
3078,0.0652544
3079,0.0652544
3080,0.0652544
3081,0.0652544
3082,0.0652544
3083,0.0652544
3084,0.0652544
3085,0.0652544
3086,0.0652544
3087,0.0652544
3088,0.0652544
3089,0.0652544
3090,0.0652544
3091,0.0652544
3092,0.0652544
3093,0.0652544
3094,0.0652544
3095,0.0652544
3096,0.0652544
3097,0.0652544
3098,0.0652544
3099,0.0652544
3100,0.0652544
3101,0.0652546
3102,0.0652546
3103,0.0652546
3104,0.0652546
3105,0.0652546
3106,0.0652546
3107,0.0652546
3108,0.0652546
3109,0.0652546
3110,0.0652546
3111,0.0652546
3112,0.0652546
3113,0.0652546
3114,0.0652546
3115,0.0652546
3116,0.0652546
3117,0.0652546
3118,0.0652549
3119,0.0652554
3120,0.0652554
3121,0.0652554
3122,0.0652554
3123,0.0652554
3124,0.0652554
3125,0.0652554
3126,0.0652554
3127,0.0652554
3128,0.0652554
3129,0.0652554
3130,0.0652554
3131,0.0652554
3132,0.0652554
3133,0.0652554
3134,0.0652554
3135,0.0652554
3136,0.0652554
3137,0.0652554
3138,0.0652554
3139,0.0652554
3140,0.0652554
3141,0.0652554
3142,0.0652554
3143,0.0652554
3144,0.0652554
3145,0.0652554
3146,0.0652554
3147,0.0652554
3148,0.0652554
3149,0.0652554
3150,0.0652554
3151,0.0652554
3152,0.0652554
3153,0.0652554
3154,0.0652554
3155,0.0652554
3156,0.0652554
3157,0.0652554
3158,0.0652554
3159,0.0652554
3160,0.0652554
3161,0.0652554
3162,0.0652554
3163,0.0652554
3164,0.0652554
3165,0.0652554
3166,0.0652554
3167,0.0652554
3168,0.0652554
3169,0.0652554
3170,0.0652554
3171,0.0652554
3172,0.0652554
3173,0.0652554
3174,0.0652554
3175,0.0652554
3176,0.0652554
3177,0.0652554
3178,0.0652554
3179,0.0652554
3180,0.0652554
3181,0.0652580
3182,0.0652580
3183,0.0652580
3184,0.0652580
3185,0.0652580
3186,0.0652580
3187,0.0652580
3188,0.0652602
3189,0.0652626
3190,0.0652630
3191,0.0652634
3192,0.0652636
3193,0.0652639
3194,0.0652643
3195,0.0652658
3196,0.0652660
3197,0.0652693
3198,0.0652697
3199,0.0652736
3200,0.0652746
3201,0.0652751
3202,0.0652758
3203,0.0652799
3204,0.0652800
3205,0.0652840
3206,0.0652848
3207,0.0652852
3208,0.0652860
3209,0.0652872
3210,0.0652873
3211,0.0652906
3212,0.0652913
3213,0.0652913
3214,0.0652918
3215,0.0652937
3216,0.0652940
3217,0.0653022
3218,0.0653041
3219,0.0653043
3220,0.0653075
